Title,Authors,PMID,Journal,Date
International Survey on the Management of Congenital Diaphragmatic Hernia.,"Zani A, Eaton S, Puri P, Rintala R, Lukac M, Bagolan P, Kuebler JF, Friedmacher F, Hoellwarth ME, Wijnen R, Tovar JA, Pierro A; EUPSA Network Office.",26465385,Eur J Pediatr Surg,2016 Feb
A retrospective review of gastroschisis epidemiology and referral patterns in northern Ghana.,"Abdul-Mumin A, Cotache-Condor C, Owusu SA, Grimm A, Mahama H, Wright N, Abantanga FA, Smith ER, Tabiri S; Global Initiative for Children Surgery.",34059928,Pediatr Surg Int,2021 Aug
Congenital heart disease and arrhythmia disorders in newborns with congenital diaphragmatic hernia: a 23-year experience at a UK university pediatric surgical centre.,"Lee WT, Kwok CS, Losty PD.",39694918,Pediatr Surg Int,2024 Dec
Short- and long-term outcome of surgery for chronic pancreatitis in children : a single surgeon experience.,"Ray S, Ansari Z, Kumar D, Jana K, Khamrui S.",32514721,Pediatr Surg Int,2020 Sep
Adolescent experiences of the safe surgical checklist and surgical care processes.,"Daodu O, Sunba S, Pentz B, McRobie A, Brindle ME.",36759361,Pediatr Surg Int,2023 Feb
Venous malformations: what do phleboliths tell us in the pediatric population?,"Pessanha I, Delgado-Miguel C, Alves H, Triana P, Lopéz-Gutierrez JC.",35852593,Pediatr Surg Int,2022 Oct
Risk Factors for Incisional Hernia in Children.,"Tanaka K, Misawa T, Ashizuka S, Yoshizawa J, Akiba T, Ohki T.",29288306,World J Surg,2018 Jul
Gastroschisis: Impact of Bedside Closure on Ventilator-Associated Outcomes.,"Campbell AM, Motawea M, Fradley W, Marven S.",35008114,Eur J Pediatr Surg,2022 Feb
A novel approach to neonatal abdominal surgery via a circular incision around the umbilical cord.,"Sawai T, Yonekura T, Yamauchi K, Kimura T, Nose K.",27484409,Pediatr Surg Int,2016 Oct
Diagnostic laparoscopy to exclude malrotation following inconclusive upper gastrointestinal contrast study in infants.,"Sloan K, Alzamrooni A, Stedman FE, Ron O, Hall NJ.",32803428,Pediatr Surg Int,2020 Oct
Surgical treatment of invasive pulmonary fungal infections in immunocompromised pediatric patients: Aspergillus spp. and other emerging fungi.,"López-Fernández S, Molino JA, Soler-Palacín P, Mendoza-Palomar N, Uria Oficialdegui ML, Martos Rodríguez M, López M, Guillén G.",39367968,Pediatr Surg Int,2024 Oct
Impact of a multimedia teaching tool on parental anxiety and knowledge during the informed consent process.,"Paton EA, Davis SK, Gaylord N, Cao X, Gosain A.",30255353,Pediatr Surg Int,2018 Dec
A successful centre for translational paediatric surgical research.,"Cascio S, O'Donnell AM.",36520301,Pediatr Surg Int,2022 Dec
The principles of enhanced recovery after percutaneous endoscopic gastrostomy (ERaPEG): a UK tertiary center experience.,"Nasher O, Thornber J, Dean J, Goldthorpe J, Rajfeld L, Smith L, Hannon E.",38704451,Pediatr Surg Int,2024 May
Surgically Treated Pediatric Nonpapillary Thyroid Carcinoma.,"Golpanian S, Tashiro J, Sola JE, Allen C, Lew JI, Hogan AR, Neville HL, Perez EA.",26683804,Eur J Pediatr Surg,2016 Dec
Outcome analysis of surgical complications in pediatric solid tumors: a retrospective clinical study.,"Jain A, Peters NJ, Samujh R, Trehan A, Malik MA, Madan R, Dogra S, Solanki S, Singh J, Kanojia RP, Bansal D, Jain R, Bawa M, Kapoor R, Yaddanapudi S, Mahajan JK.",40590960,Pediatr Surg Int,2025 Jul
Enhanced recovery after surgery (ERAS) protocols in neonates should focus on the respiratory tract.,"Wakimoto Y, Burjonrappa S.",30712081,Pediatr Surg Int,2019 Jun
Impact of the COVID-19 Pandemic on Pediatric Surgical Scientific Formats: An ERNICA Survey on Challenges and Future Directions.,"Aubert O, Gosemann JH, Wijnen R, Lacher M, Ure B, Madadi-Sanjani O.",37192647,Eur J Pediatr Surg,2024 Jun
Enhanced recovery protocol for congenital duodenal obstruction - initial experiences with development and implementation.,"Røkkum H, Treider MA, Børke WB, Bergersen J, Lassen K, Støen R, Sæter T, Bjørnland K.",39729101,Pediatr Surg Int,2024 Dec
Spontaneous Intestinal Perforation and Necrotizing Enterocolitis: A 16-Year Retrospective Study from a Single Center.,"Suply E, Leclair MD, Neunlist M, Roze JC, Flamant C.",25643249,Eur J Pediatr Surg,2015 Dec
Meeting in the middle: pediatric abdominal wall reconstruction for omphalocele.,"Kondra K, Jimenez C, Stanton E, Chen K, Shin CE, Hammoudeh JA.",36153778,Pediatr Surg Int,2022 Dec
Normal anorectal musculatures and changes in anorectal malformation.,"Li L, Ren X, Xiao H, Wang C, Xu H, Ming A, Wang X, Li Z, Diao M, Cheng W.",31586234,Pediatr Surg Int,2020 Jan
Early laparoscopic -assisted surgery is associated with decreased post-operative inflammation and intestinal strictures in infants with necrotizing enterocolitis.,"Montalva L, Incerti F, Qoshe L, Haffreingue A, Marsac L, Frérot A, Peycelon M, Biran V, Bonnard A.",36585304,J PediatrSurg,2023 Apr
Children with appendicitis on the US-Mexico border have socioeconomic challenges and are best served by a freestanding children 's hospital.,"Anderson C, Peskoe S, Parmer M, Eddy N, Howe J, Fitzgerald TN.",30267194,Pediatr Surg Int,2018 Dec
Role of nasogastric tube in children undergoing elective distal bowel surgery.,"Khan NA, Roy Choudhury S, Yadav PS, Prakash R, Patel JN.",27832331,Pediatr Surg Int,2017 Feb
Neurodevelopmental impairment following surgical necrotizing enterocolitis with gestational age 28 weeks: who is at risk?,"Shang S, Du L, Geng N, Li Y, Li S, Li A, Shen C, Liu L, Xu W.",38286871,Pediatr Surg Int,2024 Jan
"Variations in analgesic, sedation, and delirium management between trauma and non-trauma critically ill children.","Mehl SC, Cunningham ME, Chance MD, Zhu H, Fallon SC, Naik-Mathuria B, Ettinger NA, Vogel AM.",34853886,Pediatr Surg Int,2022 Feb
Atropine Treatment for Hypertrophic Pyloric Stenosis: A Systematic Review and Meta-Analysis.,"Lauriti G, Cascini V, Chiesa PL, Pierro A, Zani A.",28701002,Eur J Pediatr Surg,2018 Oct
Neonatal Intestinal Segmental Volvulus: What Are the Differences with Midgut Volvulus?,"Casalino M, Miscia ME, Lauriti G, Gauda E, Zani A, Zani-Ruttenstock E.",37567253,Eur J Pediatr Surg,2024 Feb
Effect of Whole-Genome Sequencing on the Clinical Management of Acutely Ill Infants With Suspected Genetic Disease: A Randomized Clinical Trial.,"NICUSeq Study Group; Krantz ID, Medne L, Weatherly JM, Wild KT, Biswas S, Devkota B, Hartman T, Brunelli L, Fishler KP, Abdul-Rahman O, Euteneuer JC, Hoover D, Dimmock D, Cleary J, Farnaes L, Knight J, Schwarz AJ, Vargas-Shiraishi OM, Wigby K, Zadeh N, Shinawi M, Wambach JA, Baldridge D, Cole FS, Wegner DJ, Urraca N, Holtrop S, Mostafavi R, Mroczkowski HJ, Pivnick EK, Ward JC, Talati A, Brown CW, Belmont JW, Ortega JL, Robinson KD, Brocklehurst WT, Perry DL, Ajay SS, Hagelstrom RT, Bennett M, Rajan V, Taft RJ.",34570182,JAMA Pediatr,2021 Dec
Long-term functional outcome after untethering surgery for a tethered spinal cord in patients with anorectal malformations.,"Inoue M, Uchida K, Otake K, Nagano Y, Shimura T, Hashimoto K, Matsushita K, Koike Y, Matsubara T, Kusunoki M.",28779274,Pediatr Surg Int,2017 Sep
Research Involvement and Gender Disparities Among Pediatric Surgeons: A Multinational Survey.,"Santiago-Martínez S, Aziz DAA, Bjørland K, Correa C, Gagilyte R, Ellul S, Hernández E, Arribas PJ, Lindert J, Nah SA, Pos L, Reusens H, Schmedding A, Sharma S, Stefanescu MC, Souhem T, Vasconcelos-Castro S, Vercauteren C, Bisimwa WA, Zaman A.",40614769,Eur J Pediatr Surg,2025 Jul
A Systematic Review of Prenatally Diagnosed Intra-abdominal Enteric Duplication Cysts.,"Fahy AS, Pierro A.",30227446,Eur J Pediatr Surg,2019 Feb
Association of definition of acute kidney injury by cystatin C rise with biomarkers and clinical outcomes in children undergoing cardiac surgery.,"Zappitelli M, Greenberg JH, Coca SG, Krawczeski CD, Li S, Thiessen-Philbrook HR, Bennett MR, Devarajan P, Parikh CR; Translational Research Investigating Biomarker Endpoints in Acute Kidney Injury (TRIBE-AKI) Consortium.",25844892,JAMA Pediatr,2015 Jun
Close relationship between the short round ligament and the ovarian prolapsed inguinal hernia in female infants.,"Kuyama H, Uemura S, Yoshida A, Yamamoto M.",30863916,Pediatr Surg Int,2019 May
"Disparity in access and outcomes for emergency neonatal surgery : intestinal atresia in Kampala, Uganda.","Cairo S, Kakembo N, Kisa P, Muzira A, Cheung M, Healy J, Ozgediz D, Sekabira J.",28677072,Pediatr Surg Int,2017 Aug
A retrospective analysis of alimentary tract duplications in pediatric patients: a 14-year single-center experience.,"Destro F, Marinaro M, Durante E, Ardenghi C, Filisetti C, Napolitano M, Barisella M, Pellegrinelli A, Vella C, Bassotti G, Pelizzo G.",39485539,Pediatr Surg Int,2024 Nov
Clinical Features of Congenital Cystic Lung Diseases: A Report on a Nationwide Multicenter Study in Japan.,"Kuroda T, Nishijima E, Maeda K, Fuchimoto Y, Hirobe S, Tazuke Y, Nozawa K, Matsuoka K, Usui N.",26506301,Eur J Pediatr Surg,2016 Feb
Bladder bowel dysfunction in children with Down's syndrome.,"Bhatt NR, Murchison L, Yardy G, Kulkarni M, Mathur AB.",32458130,Pediatr Surg Int,2020 Jul
Surgical drainage procedures for paediatric chronic pancreatitis: a scoping review.,"Boam T, Gabriel M, Rogoyski BG, Ram AD, Awan A.",36163306,Pediatr Surg Int,2022 Dec
Does diverting ileostomy improve the outcome in children with tuberculous small bowel obstruction requiring surgical intervention ?,"Khan RA, Wahab S, Ghani I.",28956144,Pediatr Surg Int,2017 Nov
'Rapid transit' constipation in children : a possible genesis for irritable bowel syndrome.,"Hutson JM, Hynes MC, Kearsey I, Yik YI, Veysey DM, Tudball CF, Cain TM, King SK, Southwell BR.",31673760,Pediatr Surg Int,2020 Jan
The role of mini-PCNL as primary approach for the treatment of pediatric kidney stones in a high-income country. Ten-year single-center report.,"Ghidini F, Di Pietro C, Fidanza F, Durante V, Ceccarelli PL.",37358645,Pediatr Surg Int,2023 Jun
Parental preferences for pediatric surgical facility centralization: insights from a discrete choice experiment.,"Hattori K, Hayashi K, Ikeda S.",40849860,Pediatr Surg Int,2025 Aug
Evaluation of Tubularized Incised Plate Urethroplasty with Spongioplasty-Dartosoraphy Reinforcement in Pediatric Hypospadias: A Randomized Controlled Study.,"Daboos M, Abdelmaboud M, Azab A, Abdelaziz M, Eldamanhory H.",38262438,Eur J Pediatr Surg,2024 Dec
Comparison of Antibiotic Therapy and Appendectomy for Acute Uncomplicated Appendicitis in Children : A Meta-analysis.,"Huang L, Yin Y, Yang L, Wang C, Li Y, Zhou Z.",28346589,JAMA Pediatr,2017 May
Early experience with universal preoperative and pre-procedural screening for COVID-19 in low-risk pediatric surgical patients requiring general anesthesia.,"Sii CKS, Lee JA, Nah SA.",33068142,Pediatr Surg Int,2020 Dec
Transition and reversal: long-term experience of the MACE procedure in children.,"Peeraully R, Langley J, Hayes N, Storry K, Richardson L, Burridge D, More B.",35394166,Pediatr Surg Int,2022 Jun
Long-Term Orthopaedic and Radiological Outcomes of Symphysis Approximation without Osteotomy in Primary Bladder Exstrophy Repair.,"Promm M, Hofbauer R, Brandl R, Gossler C, Brandstetter S, Kertai M, Hofmann A, Schnabel MJ, Rösch WH.",39438003,Eur J Pediatr Surg,2025 Jun
Hepatic resections for pediatric hepatoblastoma: analysis of 30-day outcomes using the National Surgical Quality Improvement Program- Pediatric database.,"Thobani H, Durrani R, Raymond SL, Shah AA, Islam S, Khan FA.",39154089,Pediatr Surg Int,2024 Aug
Social media communities for patients and families affected by congenital pediatric surgical conditions.,"Reppucci ML, De La Torre L, Pickett K, Wehrli L, Nolan MM, Ketzer J, Bischoff A.",35588326,Pediatr Surg Int,2022 Jul
Laparoscopic management of infantile hydrocele in pediatric age group.,"Elhaddad A, Awad M, Shehata SM, Shehata MA.",35124724,Pediatr Surg Int,2022 Apr
Internal Spermatic Vein to Superficial Epigastric Vein Microsurgical Bypass in Varicocele Treatment.,"Papes D, Cavar S, Sabolic I, Pasini M, Jurca I, Antabak A, Luetic T.",36104092,Eur J Pediatr Surg,2023 Apr
Implementation of a checklist to improve pediatric trauma assessment quality in a Brazilian hospital.,"Botelho F, Truché P, Caddell L, de Campos Vieira Abib S, Bowder AN, Faria I, Zimmerman K, Alonso N, de Caux M, Bentes A, Buda A, Roa L, Mooney DP.",34128087,Pediatr Surg Int,2021 Oct
One-stage transanal endorectal pull-through for Hirschsprung disease: experience with 229 neonates.,"Zhang Y, Liu Z, Li S, Yang S, Zhao J, Yang T, Li S, Chen Y, Guo W, Hou D, Li Y, Huang J.",36030350,Pediatr Surg Int,2022 Nov
Are paediatric operations evidence based? A prospective analysis of general surgery practice in a teaching paediatric hospital.,"Zani-Ruttenstock E, Zani A, Bullman E, Lapidus-Krol E, Pierro A.",25367096,Pediatr Surg Int,2015 Jan
Clinical evaluation and comprehensive management strategies for adolescent varicocele.,"Zeng Z, Jiang M, Sun M, Liu Y, Liu M, Liu Y, Song Y, Mi J, Wu S.",40088273,Pediatr Surg Int,2025 Mar
Impact of Age of Patient and Experience of Surgeon on the Outcome after Kasai Portoenterostomy: Can We Delay the Surgery ?,"Chan KWE, Lee KH, Wong HYV, Tsui SYB, Mou JWC, Tam YH.",32629495,Eur J Pediatr Surg,2021 Aug
Duodeno-duodenostomy or duodeno-jejunostomy for duodenal atresia: is one repair better than the other?,"Zani A, Yeh JB, King SK, Chiu PP, Wales PW.",27858187,Pediatr Surg Int,2017 Feb
Fetal surgery for spina bifida in Zurich: results from 150 cases.,"Moehrlen U, Ochsenbein N, Vonzun L, Mazzone L, Horst M, Schauer S, Wille DA, Hagmann C, Kottke R, Grehten P, Casanova B, Strübing N, Moehrlen T, Tharakan S, Padden B, Bassler D, Zimmermann R, Meuli M.",33432393,Pediatr Surg Int,2021 Mar
Antenatal detection of pediatric surgical congenital abnormalities and its effect on maternal anxiety: a multicentre prospective study in a middle-income country.,"Soh HC, Nah SA, Tan WS, Singaravel S, Tan YW, Woon SF, Chandran B, Sanmugam A.",39733003,Pediatr Surg Int,2024 Dec
Rapunzel syndrome in children : a retrospective review of ten cases combined with literature review in a tertiary referral center.,"Liang Y, Huang L, Wang D, Liu T, Li X, Wang W, Shen Q, Han J, Li S, Wang L, Chen L.",38703237,Pediatr Surg Int,2024 May
Therapeutic laparoscopy for pediatric abdominal trauma.,"Evans PT, Phelps HM, Zhao S, Van Arendonk KJ, Greeno AL, Collins KF, Lovvorn HN 3rd.",31350042,J PediatrSurg,2020 Jul
Which neonates should have a pre-operative echocardiography? Findings from a national survey and a retrospective tertiary single-centre analysis in the United Kingdom.,"Chin JWE, Kelsall AWR, Jenkins D, Khushu A, Stubbs D, Lynch J.",38963543,Pediatr Surg Int,2024 Jul
"Letter to the Editor regarding the article ""Congenital diaphragmatic hernia in neonates : factors related to failure of thoracoscopic repair"".","Inoue M, Uchida K, Kusunoki M.",28116502,Pediatr Surg Int,2017 Apr
Laparoscopy is increasingly used for pediatric inguinal hernia repair.,"Shaughnessy MP, Maassel NL, Yung N, Solomon DG, Cowles RA.",33549307,J PediatrSurg,2021 Nov
Gastrojejunal (GJ) tube feeding: developing a service and evaluating associated complications in a paediatric surgical centre.,"Williams R, Ghattaura HS, Hallows R.",35352166,Pediatr Surg Int,2022 Jun
Epidemiology and Outcome of Major Congenital Malformations in a Large German County.,"Wittekindt B, Schloesser R, Doberschuetz N, Salzmann-Manrique E, Grossmann J, Misselwitz B, Rolle U.",29715697,Eur J Pediatr Surg,2019 Jun
Long-term outcome and efficiency of symptom-selective approach to assess gastroesophageal reflux prior to gastrostomy in neurologically impaired children.,"Ulman H, Dokumcu Z, Elekberova V, Celtik U, Divarci E, Ozcan C, Erdener A.",33783634,Pediatr Surg Int,2021 Jul
HIV-associated rectovaginal fistulae in children : a single-centre retrospective study in the antiretroviral era.,"Alberti P, Westgarth-Taylor C, Trovalusci E, Charlton R, Brisighelli G.",38976031,Pediatr Surg Int,2024 Jul
Transanal full-thickness pull-through approach in the treatment of anastomotic leakage after operation for Hirschsprung disease.,"Jiao C, Zhuansun D, He Y, Wang P, Li D, Feng J, Yu D.",35852594,Pediatr Surg Int,2022 Sep
Use of Fetal Magnetic Resonance Image Analysis and Machine Learning to Predict the Need for Postnatal Cerebrospinal Fluid Diversion in Fetal Ventriculomegaly.,"Pisapia JM, Akbari H, Rozycki M, Goldstein H, Bakas S, Rathore S, Moldenhauer JS, Storm PB, Zarnow DM, Anderson RCE, Heuer GG, Davatzikos C.",29255892,JAMA Pediatr,2018 Feb
Intestinal obstruction caused by mesodiverticular band in children : a cohort study.,"Zhang X, Ping H, Zhang J, Li K, Li D, Chen K, Duan S, Huang M, Huang H, Li J, Jiang X.",36995450,Pediatr Surg Int,2023 Mar
Outcomes of fundoplication for paediatric gastroesophageal reflux disease.,"Pascoe E, Falvey T, Jiwane A, Henry G, Krishnan U.",26646409,Pediatr Surg Int,2016 Apr
Clinical experience of thoracoplasty with absorbable rib substitutes.,"Mancera J, Echeverri V, Castillo AM, Rodríguez LF, Zarama R, Villamil C, Luengas JP.",36869935,Pediatr Surg Int,2023 Mar
Minimally invasive repair of pectus excavatum: analyzing contemporary practice in 50 ACS NSQIP- pediatric institutions.,"Sacco-Casamassima MG, Goldstein SD, Gause CD, Karim O, Michailidou M, Stewart D, Colombani PM, Abdullah F.",25814003,Pediatr Surg Int,2015 May
